file,date,latitude,longitude,ocean,profiler_code,institution_code,date_update,wmo,cyc,institution,dac,profiler,Month,Region
argo_000153.nc,2020-06-02,-8.185570581958405,94.41126174082403,A,213000,JAMSTEC,2020-06-02,469349,45,"JAMSTEC, Japan",IFREMER,Teledyne Webb Research float,June,Atlantic Ocean
argo_000154.nc,2020-06-03,24.06727951718905,89.48891025721474,P,802922,JAMSTEC,2020-06-03,561370,47,"AOML, USA",CSIRO,Teledyne Webb Research float,June,Indian Ocean
argo_000155.nc,2020-06-04,-24.266407351752473,100.2173311646113,A,659351,AOML,2020-06-04,785503,63,"JAMSTEC, Japan",IFREMER,ARVOR float,June,Pacific Ocean
argo_000156.nc,2020-06-05,3.688810581382107,52.68840842344589,P,593216,IFREMER,2020-06-05,522641,76,"CSIRO, Australia",AOML,Teledyne Webb Research float,June,Atlantic Ocean
argo_000157.nc,2020-06-06,9.505274996366644,110.46966073591427,I,832081,IFREMER,2020-06-06,974641,77,"AOML, USA",IFREMER,ARVOR float,June,Atlantic Ocean
argo_000158.nc,2020-06-07,-24.553559640494022,109.74748221961856,I,782405,JAMSTEC,2020-06-07,437283,55,"JAMSTEC, Japan",CSIRO,Teledyne Webb Research float,June,Indian Ocean
argo_000159.nc,2020-06-08,7.334062659770872,42.33978264276473,A,609850,AOML,2020-06-08,860592,75,"JAMSTEC, Japan",AOML,APEX float,June,Pacific Ocean
argo_000160.nc,2020-06-09,-16.09409637324854,106.06534004518102,I,537985,IFREMER,2020-06-09,629656,19,"JAMSTEC, Japan",IFREMER,APEX float,June,Indian Ocean
argo_000161.nc,2020-06-10,1.0998789885826668,50.30958939787561,A,933550,JAMSTEC,2020-06-10,759981,35,"JAMSTEC, Japan",JAMSTEC,Teledyne Webb Research float,June,Indian Ocean
argo_000162.nc,2020-06-11,1.1794311994581577,66.80950834073136,I,184703,CSIRO,2020-06-11,683117,53,"AOML, USA",CSIRO,SOLO float,June,Pacific Ocean
argo_000163.nc,2020-06-12,-5.174645535140698,99.48066050332862,P,595164,AOML,2020-06-12,491180,26,"CSIRO, Australia",AOML,APEX float,June,Pacific Ocean
argo_000164.nc,2020-06-13,-34.13116494646346,52.860791683864655,P,514841,CSIRO,2020-06-13,553510,14,"JAMSTEC, Japan",IFREMER,ARVOR float,June,Indian Ocean
argo_000165.nc,2020-06-14,14.29466221330047,105.43736192952497,P,860084,AOML,2020-06-14,901151,45,"AOML, USA",JAMSTEC,Teledyne Webb Research float,June,Atlantic Ocean
argo_000166.nc,2020-06-15,-19.14929577683717,106.57073423661936,P,752845,JAMSTEC,2020-06-15,653515,44,"CSIRO, Australia",CSIRO,ARVOR float,June,Indian Ocean
argo_000167.nc,2020-06-16,-27.876296824009476,80.5974187008669,A,389220,IFREMER,2020-06-16,733718,88,"JAMSTEC, Japan",JAMSTEC,SOLO float,June,Atlantic Ocean
argo_000168.nc,2020-06-17,-37.34961579894035,40.51086973734669,I,353317,IFREMER,2020-06-17,500782,65,"CSIRO, Australia",IFREMER,Teledyne Webb Research float,June,Indian Ocean
argo_000169.nc,2020-06-18,-1.5919586927642797,62.96305065399302,A,295877,IFREMER,2020-06-18,112306,51,"CSIRO, Australia",IFREMER,APEX float,June,Pacific Ocean
argo_000170.nc,2020-06-19,4.041683519748354,89.35415347005937,P,931037,AOML,2020-06-19,678110,43,"AOML, USA",AOML,ARVOR float,June,Atlantic Ocean
argo_000171.nc,2020-06-20,-38.92179111968935,118.49489424219388,A,446709,JAMSTEC,2020-06-20,124042,86,"CSIRO, Australia",JAMSTEC,APEX float,June,Pacific Ocean
argo_000172.nc,2020-06-21,-6.713951210546739,90.54508216133347,I,581725,CSIRO,2020-06-21,508302,23,"AOML, USA",AOML,APEX float,June,Pacific Ocean
argo_000173.nc,2020-06-22,-25.27777461213403,60.78428648513278,A,925553,JAMSTEC,2020-06-22,772747,56,"JAMSTEC, Japan",CSIRO,Teledyne Webb Research float,June,Pacific Ocean
argo_000174.nc,2020-06-23,1.9362313766142378,90.72045624796891,I,917865,CSIRO,2020-06-23,713712,19,"CSIRO, Australia",AOML,ARVOR float,June,Pacific Ocean
argo_000175.nc,2020-06-24,-28.666182114675557,83.19883037726844,A,667597,AOML,2020-06-24,282690,82,"CSIRO, Australia",CSIRO,SOLO float,June,Pacific Ocean
argo_000176.nc,2020-06-25,4.910952976660283,102.3876316120915,I,953900,AOML,2020-06-25,847410,76,"IFREMER, France",IFREMER,APEX float,June,Indian Ocean
argo_000177.nc,2020-06-26,-14.86220249046507,48.558451106156674,I,537470,CSIRO,2020-06-26,249395,55,"JAMSTEC, Japan",IFREMER,Teledyne Webb Research float,June,Atlantic Ocean
argo_000178.nc,2020-06-27,20.887449267887746,100.88223220016224,P,953725,CSIRO,2020-06-27,642307,92,"JAMSTEC, Japan",JAMSTEC,Teledyne Webb Research float,June,Indian Ocean
argo_000179.nc,2020-06-28,-31.061138630510438,83.30132629408882,I,458402,CSIRO,2020-06-28,961858,92,"IFREMER, France",CSIRO,SOLO float,June,Indian Ocean
argo_000180.nc,2020-06-29,-17.830687181733197,117.03936030871957,P,924837,JAMSTEC,2020-06-29,665151,60,"IFREMER, France",IFREMER,Teledyne Webb Research float,June,Indian Ocean
argo_000181.nc,2020-06-30,-32.62422111936171,67.34977328309489,P,667815,CSIRO,2020-06-30,735311,59,"AOML, USA",JAMSTEC,APEX float,June,Pacific Ocean
argo_000182.nc,2020-07-01,20.105085188106578,90.60975145071585,P,963659,AOML,2020-07-01,765643,33,"AOML, USA",JAMSTEC,Teledyne Webb Research float,July,Indian Ocean
argo_000183.nc,2020-07-02,17.027057969763767,114.5622484408014,A,848778,AOML,2020-07-02,409143,19,"CSIRO, Australia",AOML,ARVOR float,July,Atlantic Ocean
argo_000184.nc,2020-07-03,-23.233794198514886,48.20077823925434,A,239883,IFREMER,2020-07-03,162780,28,"CSIRO, Australia",JAMSTEC,ARVOR float,July,Indian Ocean
argo_000185.nc,2020-07-04,2.898962992221641,114.9782789789161,A,717632,CSIRO,2020-07-04,909340,52,"CSIRO, Australia",IFREMER,APEX float,July,Pacific Ocean
argo_000186.nc,2020-07-05,13.119443013079028,95.03085778406506,A,255344,JAMSTEC,2020-07-05,816944,49,"CSIRO, Australia",AOML,ARVOR float,July,Atlantic Ocean
argo_000187.nc,2020-07-06,-3.9119472460349485,45.42696472841375,I,565226,JAMSTEC,2020-07-06,488422,37,"AOML, USA",CSIRO,SOLO float,July,Atlantic Ocean
argo_000188.nc,2020-07-07,-5.57271240685958,64.0770853557453,I,847852,JAMSTEC,2020-07-07,999434,26,"JAMSTEC, Japan",CSIRO,Teledyne Webb Research float,July,Atlantic Ocean
argo_000189.nc,2020-07-08,-24.27960109147064,96.65376709162253,A,671441,IFREMER,2020-07-08,543441,99,"CSIRO, Australia",IFREMER,APEX float,July,Atlantic Ocean
argo_000190.nc,2020-07-09,-33.948320092616555,45.38804811750174,I,208042,AOML,2020-07-09,793312,98,"JAMSTEC, Japan",IFREMER,SOLO float,July,Indian Ocean
argo_000191.nc,2020-07-10,18.319024266966238,86.57363681410186,I,154110,JAMSTEC,2020-07-10,200706,99,"CSIRO, Australia",AOML,Teledyne Webb Research float,July,Pacific Ocean
argo_000192.nc,2020-07-11,18.527173715616478,67.67064455623654,P,245051,AOML,2020-07-11,793023,40,"IFREMER, France",AOML,SOLO float,July,Atlantic Ocean
argo_000193.nc,2020-07-12,1.1515947227624181,89.67324142139816,P,865419,IFREMER,2020-07-12,222019,80,"CSIRO, Australia",IFREMER,APEX float,July,Atlantic Ocean
argo_000194.nc,2020-07-13,-17.963063581834454,43.65936270500103,P,863461,CSIRO,2020-07-13,471852,38,"CSIRO, Australia",IFREMER,APEX float,July,Pacific Ocean
argo_000195.nc,2020-07-14,-17.30137765017704,109.7229444921901,P,128328,CSIRO,2020-07-14,816741,77,"CSIRO, Australia",CSIRO,SOLO float,July,Indian Ocean
argo_000196.nc,2020-07-15,7.1871191265655625,117.87911753419175,I,737199,CSIRO,2020-07-15,279001,87,"AOML, USA",CSIRO,Teledyne Webb Research float,July,Atlantic Ocean
argo_000197.nc,2020-07-16,18.31216689691751,117.51022842285532,A,375011,JAMSTEC,2020-07-16,895775,54,"IFREMER, France",CSIRO,ARVOR float,July,Indian Ocean
argo_000198.nc,2020-07-17,17.660617577232628,99.97214653943398,I,159234,CSIRO,2020-07-17,962605,22,"CSIRO, Australia",IFREMER,ARVOR float,July,Indian Ocean
argo_000199.nc,2020-07-18,10.691910480745548,50.40689921045056,I,912283,JAMSTEC,2020-07-18,200260,16,"CSIRO, Australia",JAMSTEC,SOLO float,July,Indian Ocean
argo_000200.nc,2020-07-19,1.7320570000287034,100.6610556743218,I,917711,IFREMER,2020-07-19,270863,28,"JAMSTEC, Japan",IFREMER,APEX float,July,Indian Ocean
argo_000201.nc,2020-07-20,-34.53090227532183,41.96695331670412,P,872791,IFREMER,2020-07-20,784494,35,"IFREMER, France",IFREMER,Teledyne Webb Research float,July,Atlantic Ocean
argo_000202.nc,2020-07-21,-29.494133583850108,41.76988412231978,P,327135,JAMSTEC,2020-07-21,802461,60,"CSIRO, Australia",CSIRO,Teledyne Webb Research float,July,Atlantic Ocean
argo_000203.nc,2020-07-22,18.40602225426015,65.8888175319633,P,697690,AOML,2020-07-22,693731,45,"JAMSTEC, Japan",IFREMER,APEX float,July,Indian Ocean
argo_000204.nc,2020-07-23,-0.5821111221266548,79.09145523237326,A,901881,CSIRO,2020-07-23,854471,46,"JAMSTEC, Japan",AOML,ARVOR float,July,Indian Ocean
argo_000205.nc,2020-07-24,-39.40219164491907,101.63259342462345,I,438365,CSIRO,2020-07-24,419674,72,"AOML, USA",IFREMER,Teledyne Webb Research float,July,Pacific Ocean
argo_000206.nc,2020-07-25,-33.404349713707916,94.66363012852042,A,975512,CSIRO,2020-07-25,540015,55,"JAMSTEC, Japan",IFREMER,SOLO float,July,Pacific Ocean
argo_000207.nc,2020-07-26,3.1276149920236307,75.67221651013986,P,629739,JAMSTEC,2020-07-26,760187,86,"CSIRO, Australia",IFREMER,ARVOR float,July,Pacific Ocean
argo_000208.nc,2020-07-27,-39.67099704999578,61.89013330253327,A,187178,IFREMER,2020-07-27,196143,85,"AOML, USA",IFREMER,SOLO float,July,Atlantic Ocean
argo_000209.nc,2020-07-28,-29.54747665786259,119.76996001261689,I,950193,CSIRO,2020-07-28,818013,26,"AOML, USA",JAMSTEC,ARVOR float,July,Pacific Ocean
argo_000210.nc,2020-07-29,-4.3323036911719015,74.09450417887783,I,336562,IFREMER,2020-07-29,244771,85,"CSIRO, Australia",IFREMER,APEX float,July,Atlantic Ocean
argo_000211.nc,2020-07-30,4.973187850025063,76.11096194637403,P,401014,CSIRO,2020-07-30,606713,25,"IFREMER, France",AOML,SOLO float,July,Atlantic Ocean
argo_000212.nc,2020-07-31,2.377481867669033,53.089905695333535,P,458710,CSIRO,2020-07-31,872332,65,"JAMSTEC, Japan",AOML,SOLO float,July,Atlantic Ocean
argo_000213.nc,2020-08-01,-25.422494885063614,103.58476389999436,A,485893,JAMSTEC,2020-08-01,760673,6,"AOML, USA",IFREMER,APEX float,August,Atlantic Ocean
argo_000214.nc,2020-08-02,6.291649387589828,95.49457806251908,P,223765,AOML,2020-08-02,768958,23,"IFREMER, France",CSIRO,SOLO float,August,Pacific Ocean
argo_000215.nc,2020-08-03,-24.578809312707996,57.66156902310083,P,487025,JAMSTEC,2020-08-03,211362,64,"CSIRO, Australia",JAMSTEC,ARVOR float,August,Indian Ocean
argo_000216.nc,2020-08-04,-18.8490196196476,46.59048364926741,I,228389,CSIRO,2020-08-04,870805,87,"JAMSTEC, Japan",IFREMER,Teledyne Webb Research float,August,Indian Ocean
argo_000217.nc,2020-08-05,8.521941332671567,94.43994416597704,P,813987,CSIRO,2020-08-05,390951,43,"JAMSTEC, Japan",IFREMER,Teledyne Webb Research float,August,Indian Ocean
argo_000218.nc,2020-08-06,2.2261384380689506,92.36089714249081,P,297227,AOML,2020-08-06,824750,23,"AOML, USA",IFREMER,APEX float,August,Pacific Ocean
argo_000219.nc,2020-08-07,15.199521682121564,61.86076215985675,I,592402,IFREMER,2020-08-07,276298,96,"JAMSTEC, Japan",CSIRO,ARVOR float,August,Indian Ocean
argo_000220.nc,2020-08-08,2.7448379995223178,116.06908498003283,I,911804,IFREMER,2020-08-08,683838,30,"JAMSTEC, Japan",CSIRO,SOLO float,August,Pacific Ocean
argo_000221.nc,2020-08-09,-3.0599407831943424,52.08463134247202,A,890074,CSIRO,2020-08-09,573288,77,"JAMSTEC, Japan",CSIRO,SOLO float,August,Pacific Ocean
argo_000222.nc,2020-08-10,-33.91114009117399,74.58678408340816,P,360220,IFREMER,2020-08-10,365702,18,"JAMSTEC, Japan",JAMSTEC,Teledyne Webb Research float,August,Pacific Ocean
argo_000223.nc,2020-08-11,-16.098472801136822,115.4892736134079,I,521217,CSIRO,2020-08-11,412257,87,"CSIRO, Australia",AOML,SOLO float,August,Indian Ocean
argo_000224.nc,2020-08-12,-22.761846100687848,73.57818535408978,A,396208,AOML,2020-08-12,939431,79,"IFREMER, France",JAMSTEC,Teledyne Webb Research float,August,Indian Ocean
argo_000225.nc,2020-08-13,-24.140673180359567,91.08207581312683,A,850186,AOML,2020-08-13,811238,97,"CSIRO, Australia",CSIRO,APEX float,August,Indian Ocean
argo_000226.nc,2020-08-14,23.245686058908966,71.80755183702354,P,900554,CSIRO,2020-08-14,158219,21,"CSIRO, Australia",AOML,SOLO float,August,Atlantic Ocean
argo_000227.nc,2020-08-15,-14.448647896660574,61.937216187893604,P,168431,AOML,2020-08-15,790546,57,"AOML, USA",AOML,ARVOR float,August,Pacific Ocean
argo_000228.nc,2020-08-16,17.98302608651236,118.71821183678625,A,155745,JAMSTEC,2020-08-16,789129,23,"JAMSTEC, Japan",CSIRO,SOLO float,August,Atlantic Ocean
argo_000229.nc,2020-08-17,1.0240106898220915,72.74672050520344,I,150081,JAMSTEC,2020-08-17,875292,91,"CSIRO, Australia",CSIRO,Teledyne Webb Research float,August,Pacific Ocean
argo_000230.nc,2020-08-18,11.662734730207148,111.52793629433076,A,316204,AOML,2020-08-18,881624,45,"JAMSTEC, Japan",JAMSTEC,APEX float,August,Indian Ocean
argo_000231.nc,2020-08-19,-7.328588948162512,58.39636847128689,P,501415,CSIRO,2020-08-19,336495,44,"CSIRO, Australia",CSIRO,Teledyne Webb Research float,August,Pacific Ocean
argo_000232.nc,2020-08-20,-2.501247499286656,57.04837632200666,I,700541,CSIRO,2020-08-20,677506,82,"CSIRO, Australia",AOML,SOLO float,August,Pacific Ocean
argo_000233.nc,2020-08-21,-7.986349901773849,42.49072663076091,I,398335,AOML,2020-08-21,381373,88,"AOML, USA",IFREMER,Teledyne Webb Research float,August,Atlantic Ocean
argo_000234.nc,2020-08-22,-27.309205793127106,92.13334603007081,A,896643,IFREMER,2020-08-22,961641,47,"IFREMER, France",CSIRO,Teledyne Webb Research float,August,Pacific Ocean
argo_000235.nc,2020-08-23,6.959387491997845,69.4821074979009,P,211086,JAMSTEC,2020-08-23,652165,40,"IFREMER, France",CSIRO,APEX float,August,Indian Ocean
argo_000236.nc,2020-08-24,-21.749796441344373,109.14865998717096,A,556285,IFREMER,2020-08-24,289073,51,"CSIRO, Australia",JAMSTEC,ARVOR float,August,Pacific Ocean
argo_000237.nc,2020-08-25,-38.4194621819555,77.85679253532457,A,514758,CSIRO,2020-08-25,459281,42,"AOML, USA",JAMSTEC,SOLO float,August,Pacific Ocean
argo_000238.nc,2020-08-26,1.955699233965909,117.45547423317774,A,524528,CSIRO,2020-08-26,924516,7,"JAMSTEC, Japan",CSIRO,APEX float,August,Pacific Ocean
argo_000239.nc,2020-08-27,-28.487805838541817,54.84204125624969,I,538458,IFREMER,2020-08-27,968212,50,"JAMSTEC, Japan",AOML,ARVOR float,August,Atlantic Ocean
argo_000240.nc,2020-08-28,21.129807982939433,109.48985343644887,I,988403,AOML,2020-08-28,247878,48,"CSIRO, Australia",AOML,Teledyne Webb Research float,August,Pacific Ocean
argo_000241.nc,2020-08-29,22.005357505168178,102.12774822333934,P,718071,IFREMER,2020-08-29,319707,84,"IFREMER, France",IFREMER,ARVOR float,August,Pacific Ocean
argo_000242.nc,2020-08-30,19.466185364329156,101.67374757152416,P,749969,IFREMER,2020-08-30,341249,91,"AOML, USA",CSIRO,Teledyne Webb Research float,August,Atlantic Ocean
argo_000243.nc,2020-08-31,-15.939684483396114,107.58265824935101,A,712181,JAMSTEC,2020-08-31,137034,6,"IFREMER, France",JAMSTEC,Teledyne Webb Research float,August,Atlantic Ocean
argo_000244.nc,2020-09-01,-38.99531992562362,100.88191927543991,A,599797,JAMSTEC,2020-09-01,271389,91,"JAMSTEC, Japan",AOML,APEX float,September,Atlantic Ocean
argo_000245.nc,2020-09-02,20.34070656820215,90.09762573051323,A,258763,IFREMER,2020-09-02,941900,9,"IFREMER, France",IFREMER,Teledyne Webb Research float,September,Atlantic Ocean
argo_000246.nc,2020-09-03,-12.16803035937457,50.49959021459101,P,702248,IFREMER,2020-09-03,512310,57,"JAMSTEC, Japan",CSIRO,APEX float,September,Indian Ocean
argo_000247.nc,2020-09-04,22.83256323783852,42.60209435930015,I,970820,CSIRO,2020-09-04,813156,31,"AOML, USA",AOML,ARVOR float,September,Indian Ocean
argo_000248.nc,2020-09-05,22.635298510801434,113.66782782525495,I,122601,JAMSTEC,2020-09-05,110589,21,"AOML, USA",CSIRO,ARVOR float,September,Pacific Ocean
argo_000249.nc,2020-09-06,15.445614605378402,89.33202516165905,A,511236,JAMSTEC,2020-09-06,157221,90,"CSIRO, Australia",CSIRO,Teledyne Webb Research float,September,Indian Ocean
argo_000250.nc,2020-09-07,-20.86082201547693,103.7229832780941,A,239227,CSIRO,2020-09-07,355927,40,"CSIRO, Australia",AOML,APEX float,September,Pacific Ocean
argo_000251.nc,2020-09-08,-14.96864764087486,78.52178812100401,A,824479,AOML,2020-09-08,888089,45,"IFREMER, France",AOML,Teledyne Webb Research float,September,Indian Ocean
argo_000252.nc,2020-09-09,15.323883648595697,49.38465511699156,A,792137,JAMSTEC,2020-09-09,460444,77,"AOML, USA",AOML,APEX float,September,Atlantic Ocean
argo_000253.nc,2020-09-10,-19.40006966484195,50.01486337620403,P,381854,JAMSTEC,2020-09-10,741517,49,"AOML, USA",CSIRO,APEX float,September,Atlantic Ocean
argo_000254.nc,2020-09-11,-28.98297146540399,94.84522297831771,I,470858,AOML,2020-09-11,925963,87,"CSIRO, Australia",CSIRO,APEX float,September,Indian Ocean
argo_000255.nc,2020-09-12,-3.80791794020724,74.42447159195702,A,779892,JAMSTEC,2020-09-12,676515,20,"JAMSTEC, Japan",IFREMER,ARVOR float,September,Indian Ocean
argo_000256.nc,2020-09-13,20.850060320450766,56.04197813602694,P,753015,JAMSTEC,2020-09-13,365308,92,"IFREMER, France",JAMSTEC,APEX float,September,Pacific Ocean
argo_000257.nc,2020-09-14,5.241936783873243,79.32756373931495,A,687515,AOML,2020-09-14,193078,17,"IFREMER, France",CSIRO,ARVOR float,September,Pacific Ocean
argo_000258.nc,2020-09-15,-2.946023944191275,45.13671496601073,A,760327,AOML,2020-09-15,927679,28,"CSIRO, Australia",JAMSTEC,APEX float,September,Pacific Ocean
argo_000259.nc,2020-09-16,-33.683527904900046,86.5577121531519,I,708577,IFREMER,2020-09-16,859401,41,"AOML, USA",AOML,ARVOR float,September,Atlantic Ocean
argo_000260.nc,2020-09-17,-0.024530264553966674,61.51947235480782,A,251094,CSIRO,2020-09-17,674887,66,"CSIRO, Australia",CSIRO,SOLO float,September,Atlantic Ocean
argo_000261.nc,2020-09-18,24.35350025677711,103.80472805097506,I,536679,CSIRO,2020-09-18,564761,25,"CSIRO, Australia",IFREMER,ARVOR float,September,Atlantic Ocean
argo_000262.nc,2020-09-19,-30.894539009625937,64.8289567138859,I,830031,AOML,2020-09-19,870655,58,"CSIRO, Australia",IFREMER,ARVOR float,September,Atlantic Ocean
argo_000263.nc,2020-09-20,-6.308572596357109,76.4176119265441,I,892154,AOML,2020-09-20,609668,41,"CSIRO, Australia",JAMSTEC,Teledyne Webb Research float,September,Pacific Ocean
argo_000264.nc,2020-09-21,17.029249675317104,40.92964319264805,P,782773,JAMSTEC,2020-09-21,289651,6,"JAMSTEC, Japan",AOML,APEX float,September,Atlantic Ocean
argo_000265.nc,2020-09-22,8.14996015402329,45.79575102356471,P,967482,IFREMER,2020-09-22,600741,75,"JAMSTEC, Japan",JAMSTEC,SOLO float,September,Atlantic Ocean
argo_000266.nc,2020-09-23,5.306023164692419,71.39948451253478,I,602648,IFREMER,2020-09-23,168207,38,"AOML, USA",AOML,Teledyne Webb Research float,September,Atlantic Ocean
argo_000267.nc,2020-09-24,5.661465459162102,78.39510677736988,A,858108,AOML,2020-09-24,434199,6,"CSIRO, Australia",IFREMER,APEX float,September,Atlantic Ocean
argo_000268.nc,2020-09-25,-16.633075170715912,88.0016438495443,I,861282,JAMSTEC,2020-09-25,988698,45,"JAMSTEC, Japan",JAMSTEC,SOLO float,September,Indian Ocean
argo_000269.nc,2020-09-26,-20.91653012280793,63.33300629674426,A,579083,JAMSTEC,2020-09-26,440414,75,"AOML, USA",IFREMER,SOLO float,September,Pacific Ocean
argo_000270.nc,2020-09-27,12.608475106103384,95.5985508901234,I,445740,CSIRO,2020-09-27,211426,14,"CSIRO, Australia",IFREMER,SOLO float,September,Pacific Ocean
argo_000271.nc,2020-09-28,12.657370654146746,108.80979177513636,A,953164,CSIRO,2020-09-28,611081,66,"IFREMER, France",AOML,APEX float,September,Atlantic Ocean
argo_000272.nc,2020-09-29,16.359700707706743,102.38807911146799,P,505513,JAMSTEC,2020-09-29,234794,40,"JAMSTEC, Japan",JAMSTEC,SOLO float,September,Indian Ocean
argo_000273.nc,2020-09-30,19.360635916170637,43.16950602786857,A,168323,CSIRO,2020-09-30,956874,3,"AOML, USA",JAMSTEC,SOLO float,September,Pacific Ocean
argo_000274.nc,2020-10-01,-6.762744074039041,78.44055578062631,I,385960,AOML,2020-10-01,457776,99,"IFREMER, France",IFREMER,Teledyne Webb Research float,October,Pacific Ocean
argo_000275.nc,2020-10-02,-7.401440845332026,48.39441427345399,P,664983,JAMSTEC,2020-10-02,795391,97,"CSIRO, Australia",IFREMER,ARVOR float,October,Atlantic Ocean
argo_000276.nc,2020-10-03,11.889186632840385,59.363601269002196,A,512918,CSIRO,2020-10-03,834595,24,"CSIRO, Australia",AOML,APEX float,October,Atlantic Ocean
argo_000277.nc,2020-10-04,2.2476555005547354,118.93300746137172,A,518458,IFREMER,2020-10-04,645726,19,"CSIRO, Australia",CSIRO,ARVOR float,October,Pacific Ocean
argo_000278.nc,2020-10-05,5.627847021750718,51.39964343212106,A,155841,JAMSTEC,2020-10-05,683107,18,"JAMSTEC, Japan",CSIRO,Teledyne Webb Research float,October,Pacific Ocean
argo_000279.nc,2020-10-06,11.72652351334657,79.91105227610848,A,490642,JAMSTEC,2020-10-06,143856,64,"AOML, USA",IFREMER,ARVOR float,October,Indian Ocean
argo_000280.nc,2020-10-07,17.850347218141806,89.45245874544952,A,298784,IFREMER,2020-10-07,526792,88,"IFREMER, France",CSIRO,SOLO float,October,Pacific Ocean
argo_000281.nc,2020-10-08,-18.03031480465017,96.19719764352831,P,207096,AOML,2020-10-08,928370,35,"AOML, USA",CSIRO,SOLO float,October,Pacific Ocean
argo_000282.nc,2020-10-09,-15.587108078403638,84.77189467895313,P,192764,IFREMER,2020-10-09,542244,62,"JAMSTEC, Japan",CSIRO,APEX float,October,Atlantic Ocean
argo_000283.nc,2020-10-10,-33.89117391034351,40.781667793534695,P,546790,JAMSTEC,2020-10-10,159807,1,"AOML, USA",CSIRO,APEX float,October,Pacific Ocean
argo_000284.nc,2020-10-11,-2.411790835248695,66.11690465951935,P,710032,AOML,2020-10-11,936309,25,"JAMSTEC, Japan",IFREMER,APEX float,October,Atlantic Ocean
argo_000285.nc,2020-10-12,-37.663752203211764,81.41693147077692,I,914914,CSIRO,2020-10-12,590999,45,"CSIRO, Australia",CSIRO,Teledyne Webb Research float,October,Pacific Ocean
argo_000286.nc,2020-10-13,-9.73612882139009,47.02931993158667,P,633459,CSIRO,2020-10-13,143461,49,"IFREMER, France",CSIRO,APEX float,October,Pacific Ocean
argo_000287.nc,2020-10-14,-4.728098744007518,68.05015449673446,A,725043,CSIRO,2020-10-14,717762,98,"CSIRO, Australia",AOML,Teledyne Webb Research float,October,Pacific Ocean
argo_000288.nc,2020-10-15,-21.374818611661514,42.65624870330932,A,592148,JAMSTEC,2020-10-15,445280,89,"AOML, USA",IFREMER,SOLO float,October,Indian Ocean
argo_000289.nc,2020-10-16,-1.5958380630142983,46.286279772401656,P,732413,IFREMER,2020-10-16,382579,16,"CSIRO, Australia",JAMSTEC,ARVOR float,October,Atlantic Ocean
argo_000290.nc,2020-10-17,-38.017483753961784,71.75386209612768,A,468226,AOML,2020-10-17,839477,98,"IFREMER, France",JAMSTEC,SOLO float,October,Indian Ocean
argo_000291.nc,2020-10-18,-37.572367731301064,50.617260323444825,P,103696,CSIRO,2020-10-18,507407,93,"CSIRO, Australia",AOML,SOLO float,October,Pacific Ocean
argo_000292.nc,2020-10-19,13.469036442877787,85.40326786092464,A,226310,AOML,2020-10-19,971158,19,"IFREMER, France",AOML,SOLO float,October,Indian Ocean
argo_000293.nc,2020-10-20,-16.587608308267914,95.15719753098125,I,775673,JAMSTEC,2020-10-20,354730,23,"IFREMER, France",IFREMER,APEX float,October,Atlantic Ocean
argo_000294.nc,2020-10-21,-31.741066677627487,104.04693592872663,I,905581,CSIRO,2020-10-21,346732,83,"CSIRO, Australia",JAMSTEC,APEX float,October,Pacific Ocean
argo_000295.nc,2020-10-22,-6.054188096437713,56.012019539584806,P,939953,JAMSTEC,2020-10-22,520602,25,"JAMSTEC, Japan",CSIRO,APEX float,October,Indian Ocean
argo_000296.nc,2020-10-23,10.049580951409702,53.398606580725584,P,145740,IFREMER,2020-10-23,787081,16,"AOML, USA",AOML,ARVOR float,October,Indian Ocean
argo_000297.nc,2020-10-24,-25.971633212705193,48.36542722675202,P,206611,JAMSTEC,2020-10-24,679074,54,"JAMSTEC, Japan",JAMSTEC,APEX float,October,Atlantic Ocean
argo_000298.nc,2020-10-25,0.4878809282350147,90.91441996349093,A,498172,JAMSTEC,2020-10-25,375848,73,"JAMSTEC, Japan",IFREMER,Teledyne Webb Research float,October,Indian Ocean
argo_000299.nc,2020-10-26,-34.45241477540508,96.5180581189521,P,568947,IFREMER,2020-10-26,156635,1,"CSIRO, Australia",CSIRO,SOLO float,October,Atlantic Ocean
argo_000300.nc,2020-10-27,-36.6406881240405,42.52689158605136,I,575828,AOML,2020-10-27,452854,42,"AOML, USA",IFREMER,ARVOR float,October,Pacific Ocean
argo_000301.nc,2020-10-28,-5.461948948070379,114.89697969949519,A,873210,IFREMER,2020-10-28,865197,19,"AOML, USA",AOML,ARVOR float,October,Pacific Ocean
argo_000302.nc,2020-10-29,-4.858717095343074,44.157702692117795,P,428785,IFREMER,2020-10-29,345984,97,"JAMSTEC, Japan",JAMSTEC,ARVOR float,October,Indian Ocean
argo_000303.nc,2020-10-30,1.432943597383428,83.30370682408564,A,688099,JAMSTEC,2020-10-30,425137,34,"CSIRO, Australia",JAMSTEC,ARVOR float,October,Pacific Ocean
argo_000304.nc,2020-10-31,7.195936691973003,96.72484155607332,A,545376,AOML,2020-10-31,212752,80,"AOML, USA",JAMSTEC,ARVOR float,October,Pacific Ocean
argo_000305.nc,2020-11-01,23.43038516506475,109.67752989968685,P,806673,CSIRO,2020-11-01,311194,55,"JAMSTEC, Japan",JAMSTEC,Teledyne Webb Research float,November,Indian Ocean
